input	reason	matches	symbol	organism.shortName	name	length	secondaryIdentifier	primaryIdentifier	class
DBF2	MATCH	1	DBF2	S. cerevisiae	DumbBell Former	1719	YGR092W	S000003324	ORF
SYF2	MATCH	1	SYF2	S. cerevisiae	SYnthetic lethal with cdc40 (Forty)	648	YGR129W	S000003361	ORF
YBR184W	MATCH	1		S. cerevisiae		1572	YBR184W	S000000388	ORF
MOD5	MATCH	1	MOD5	S. cerevisiae	tRNA MODification	1287	YOR274W	S000005800	ORF
TOP3	MATCH	1	TOP3	S. cerevisiae	TOPoisomerase	1971	YLR234W	S000004224	ORF
TOP2	MATCH	1	TOP2	S. cerevisiae	TOPoisomerase	4287	YNL088W	S000005032	ORF
TOP1	MATCH	1	TOP1	S. cerevisiae	TOPoisomerase	2310	YOL006C	S000005366	ORF
BDP1	MATCH	1	BDP1	S. cerevisiae	B Double Prime	1785	YNL039W	S000004984	ORF
YPR091C	MATCH	1	NVJ2	S. cerevisiae	Nucleus-Vacuole Junction	2313	YPR091C	S000006295	ORF
POL32	MATCH	1	POL32	S. cerevisiae	POLymerase	1053	YJR043C	S000003804	ORF
YMR226C	MATCH	1		S. cerevisiae		804	YMR226C	S000004839	ORF
EIS1	MATCH	1	EIS1	S. cerevisiae	EISosome	2532	YMR031C	S000004633	ORF
ARP9	MATCH	1	ARP9	S. cerevisiae	Actin-Related Protein	1490	YMR033W	S000004636	ORF
ARP7	MATCH	1	ARP7	S. cerevisiae	Actin-Related Protein	1434	YPR034W	S000006238	ORF
POL30	MATCH	1	POL30	S. cerevisiae	POLymerase	777	YBR088C	S000000292	ORF
POL31	MATCH	1	POL31	S. cerevisiae	POLymerase	1464	YJR006W	S000003766	ORF
ARP8	MATCH	1	ARP8	S. cerevisiae	Actin-Related Protein	2646	YOR141C	S000005667	ORF
ARP6	MATCH	1	ARP6	S. cerevisiae	Actin-Related Protein	1317	YLR085C	S000004075	ORF
YOR114W	MATCH	1	DPI34	S. cerevisiae	Delta-Psi dependent mitochondrial Import protein of ~34 kDa	885	YOR114W	S000005640	ORF
ARP1	MATCH	1	ARP1	S. cerevisiae	Actin-Related Protein	1155	YHR129C	S000001171	ORF
CDC43	MATCH	1	CDC43	S. cerevisiae	Cell Division Cycle	1131	YGL155W	S000003123	ORF
MDR1	MATCH	1	MDR1	S. cerevisiae	Mac1-Dependent Regulator	2853	YGR100W	S000003332	ORF
CDC45	MATCH	1	CDC45	S. cerevisiae	Cell Division Cycle	1953	YLR103C	S000004093	ORF
ROY1	MATCH	1	ROY1	S. cerevisiae	Repressor Of Ypt52	1662	YMR258C	S000004871	ORF
DUN1	MATCH	1	DUN1	S. cerevisiae	DNA-damage UNinducible	1542	YDL101C	S000002259	ORF
RDH54	MATCH	1	RDH54	S. cerevisiae	RaD54 Homolog	2877	YBR073W	S000000277	ORF
SWE1	MATCH	1	SWE1	S. cerevisiae	Saccharomyces WEe1	2460	YJL187C	S000003723	ORF
TOS6	MATCH	1	TOS6	S. cerevisiae		309	YNL300W	S000005244	ORF
TOS4	MATCH	1	TOS4	S. cerevisiae	Target Of Sbf	1470	YLR183C	S000004173	ORF
TOS3	MATCH	1	TOS3	S. cerevisiae	Target Of Sbf	1683	YGL179C	S000003147	ORF
TOS2	MATCH	1	TOS2	S. cerevisiae	Target Of Sbf	1869	YGR221C	S000003453	ORF
SNT1	MATCH	1	SNT1	S. cerevisiae	SaNT domains	3681	YCR033W	S000000629	ORF
SFB3	MATCH	1	SFB3	S. cerevisiae	Sed Five Binding	2790	YHR098C	S000001140	ORF
ECM33	MATCH	1	ECM33	S. cerevisiae	ExtraCellular Mutant	1620	YBR078W	S000000282	ORF
YDR179W-A	MATCH	1	NVJ3	S. cerevisiae	Nucleus-Vacuole Junction	1392	YDR179W-A	S000002587	ORF
ECM30	MATCH	1	ECM30	S. cerevisiae	ExtraCellular Mutant	3825	YLR436C	S000004428	ORF
MSN4	MATCH	1	MSN4	S. cerevisiae	Multicopy suppressor of SNF1 mutation	1893	YKL062W	S000001545	ORF
YDR307W	MATCH	1	PMT7	S. cerevisiae		1989	YDR307W	S000002715	ORF
FBA1	MATCH	1	FBA1	S. cerevisiae	Fructose-1,6-Bisphosphate Aldolase	1080	YKL060C	S000001543	ORF
APM1	MATCH	1	APM1	S. cerevisiae	clathrin Adaptor Protein complex Medium chain	1428	YPL259C	S000006180	ORF
YPD1	MATCH	1	YPD1	S. cerevisiae	tYrosine Phosphatase Dependent	504	YDL235C	S000002394	ORF
PRC1	MATCH	1	PRC1	S. cerevisiae	PRoteinase C	1599	YMR297W	S000004912	ORF
SWD1	MATCH	1	SWD1	S. cerevisiae	Set1c, WD40 repeat protein	1281	YAR003W	S000000064	ORF
ULI1	MATCH	1	ULI1	S. cerevisiae	Upr-L-Inducible gene	510	YFR026C	S000001922	ORF
YCK1	MATCH	1	YCK1	S. cerevisiae	Yeast Casein Kinase I homolog	1617	YHR135C	S000001177	ORF
ERD1	MATCH	1	ERD1	S. cerevisiae	Endoplasmic reticulum Retention Defective	1089	YDR414C	S000002822	ORF
HUA2	MATCH	1	HUA2	S. cerevisiae		732	YOR284W	S000005810	ORF
PIR1	MATCH	1	PIR1	S. cerevisiae	Protein containing Internal Repeats	1026	YKL164C	S000001647	ORF
GTB1	MATCH	1	GTB1	S. cerevisiae	Glucosidase Two Beta-subunit	2109	YDR221W	S000002629	ORF
PIR3	MATCH	1	PIR3	S. cerevisiae	Protein containing Internal Repeats	978	YKL163W	S000001646	ORF
ACS2	MATCH	1	ACS2	S. cerevisiae	Acetyl CoA Synthetase	2052	YLR153C	S000004143	ORF
HLR1	MATCH	1	HLR1	S. cerevisiae	Homolog of LRe1	1272	YDR528W	S000002936	ORF
BOI2	MATCH	1	BOI2	S. cerevisiae	Bem1 (One) Interacting protein	3123	YER114C	S000000916	ORF
JHD1	MATCH	1	JHD1	S. cerevisiae	JmjC domain-containing Histone Demethylase	1479	YER051W	S000000853	ORF
YGL176C	MATCH	1		S. cerevisiae		1665	YGL176C	S000003144	ORF
BOI1	MATCH	1	BOI1	S. cerevisiae	Bem1 (One) Interacting protein	2943	YBL085W	S000000181	ORF
PEX21	MATCH	1	PEX21	S. cerevisiae	PEroXin	867	YGR239C	S000003471	ORF
CDC20	MATCH	1	CDC20	S. cerevisiae	Cell Division Cycle	1833	YGL116W	S000003084	ORF
CDC21	MATCH	1	CDC21	S. cerevisiae	Cell Division Cycle	915	YOR074C	S000005600	ORF
MBP1	MATCH	1	MBP1	S. cerevisiae	MluI-box Binding Protein	2502	YDL056W	S000002214	ORF
CDC23	MATCH	1	CDC23	S. cerevisiae	Cell Division Cycle	1881	YHR166C	S000001209	ORF
CDC26	MATCH	1	CDC26	S. cerevisiae	Cell Division Cycle	375	YFR036W	S000001932	ORF
CDC28	MATCH	1	CDC28	S. cerevisiae	Cell Division Cycle	897	YBR160W	S000000364	ORF
NHP10	MATCH	1	NHP10	S. cerevisiae	Non-Histone Protein	612	YDL002C	S000002160	ORF
ECM25	MATCH	1	ECM25	S. cerevisiae	ExtraCellular Mutant	1800	YJL201W	S000003737	ORF
ERG3	MATCH	1	ERG3	S. cerevisiae	ERGosterol biosynthesis	1098	YLR056W	S000004046	ORF
ERG4	MATCH	1	ERG4	S. cerevisiae	ERGosterol biosynthesis	1422	YGL012W	S000002980	ORF
YPR148C	MATCH	1		S. cerevisiae		1308	YPR148C	S000006352	ORF
MSP1	MATCH	1	MSP1	S. cerevisiae	Mitochondrial Sorting of Proteins	1089	YGR028W	S000003260	ORF
ALG6	MATCH	1	ALG6	S. cerevisiae	Asparagine-Linked Glycosylation	1635	YOR002W	S000005528	ORF
ALG7	MATCH	1	ALG7	S. cerevisiae	Asparagine-Linked Glycosylation	1347	YBR243C	S000000447	ORF
ECM10	MATCH	1	ECM10	S. cerevisiae	ExtraCellular Mutant	1935	YEL030W	S000000756	ORF
PAR32	MATCH	1	PAR32	S. cerevisiae	Phosphorylated After Rapamycin	888	YDL173W	S000002332	ORF
ALG5	MATCH	1	ALG5	S. cerevisiae	Asparagine-Linked Glycosylation	1005	YPL227C	S000006148	ORF
GEF1	MATCH	1	GEF1	S. cerevisiae	Glycerol Ethanol, Ferric requiring	2340	YJR040W	S000003801	ORF
PEX30	MATCH	1	PEX30	S. cerevisiae	PEroXisome related	1572	YLR324W	S000004316	ORF
ALG2	MATCH	1	ALG2	S. cerevisiae	Asparagine-Linked Glycosylation	1512	YGL065C	S000003033	ORF
NCE102	MATCH	1	NCE102	S. cerevisiae	NonClassical Export	522	YPR149W	S000006353	ORF
GIN4	MATCH	1	GIN4	S. cerevisiae	Growth Inhibitory	3429	YDR507C	S000002915	ORF
NTO1	MATCH	1	NTO1	S. cerevisiae	NuA Three Orf	2247	YPR031W	S000006235	ORF
PEX34	MATCH	1	PEX34	S. cerevisiae	PEroXin	435	YCL056C	S000000561	ORF
SPC42	MATCH	1	SPC42	S. cerevisiae	Spindle Pole Component	1092	YKL042W	S000001525	ORF
CDC34	MATCH	1	CDC34	S. cerevisiae	Cell Division Cycle	888	YDR054C	S000002461	ORF
DUO1	MATCH	1	DUO1	S. cerevisiae	Death Upon Overproduction	744	YGL061C	S000003029	ORF
PRE4	MATCH	1	PRE4	S. cerevisiae	PRoteinase yscE	801	YFR050C	S000001946	ORF
SUB2	MATCH	1	SUB2	S. cerevisiae	SUppressor of Brr1-1	1341	YDL084W	S000002242	ORF
SUB1	MATCH	1	SUB1	S. cerevisiae	SUppressor of TFIIB mutations	879	YMR039C	S000004642	ORF
RTC1	MATCH	1	RTC1	S. cerevisiae	Restriction of Telomere Capping	4026	YOL138C	S000005498	ORF
CDC37	MATCH	1	CDC37	S. cerevisiae	Cell Division Cycle	1521	YDR168W	S000002575	ORF
BBP1	MATCH	1	BBP1	S. cerevisiae	Bfr1 Binding Protein	1158	YPL255W	S000006176	ORF
SEC53	MATCH	1	SEC53	S. cerevisiae	SECretory	765	YFL045C	S000001849	ORF
CLB6	MATCH	1	CLB6	S. cerevisiae	CycLin B	1143	YGR109C	S000003341	ORF
CLB5	MATCH	1	CLB5	S. cerevisiae	CycLin B	1308	YPR120C	S000006324	ORF
MSS4	MATCH	1	MSS4	S. cerevisiae	Multicopy Suppressor of Stt4 mutation	2340	YDR208W	S000002616	ORF
CLB4	MATCH	1	CLB4	S. cerevisiae	CycLin B	1383	YLR210W	S000004200	ORF
CLB3	MATCH	1	CLB3	S. cerevisiae	CycLin B	1284	YDL155W	S000002314	ORF
CLB2	MATCH	1	CLB2	S. cerevisiae	CycLin B	1476	YPR119W	S000006323	ORF
LPP1	MATCH	1	LPP1	S. cerevisiae	Lipid Phosphate Phosphatase	825	YDR503C	S000002911	ORF
CLB1	MATCH	1	CLB1	S. cerevisiae	CycLin B	1416	YGR108W	S000003340	ORF
SWI4	MATCH	1	SWI4	S. cerevisiae	SWItching deficient	3282	YER111C	S000000913	ORF
NNF2	MATCH	1	NNF2	S. cerevisiae		2811	YGR089W	S000003321	ORF
GAA1	MATCH	1	GAA1	S. cerevisiae	GPI Anchor Attachment	1845	YLR088W	S000004078	ORF
SWI1	MATCH	1	SWI1	S. cerevisiae	SWItching deficient	3945	YPL016W	S000005937	ORF
ART5	MATCH	1	ART5	S. cerevisiae	Arrestin-Related Trafficking adaptors	1761	YGR068C	S000003300	ORF
OSM1	MATCH	1	OSM1	S. cerevisiae	OSMotic sensitivity	1506	YJR051W	S000003812	ORF
NNF1	MATCH	1	NNF1	S. cerevisiae	Necessary for Nuclear Function	606	YJR112W	S000003873	ORF
SNX4	MATCH	1	SNX4	S. cerevisiae	Sorting NeXin	1272	YJL036W	S000003573	ORF
DSN1	MATCH	1	DSN1	S. cerevisiae	Dosage Suppressor of NNF1	1731	YIR010W	S000001449	ORF
SWI6	MATCH	1	SWI6	S. cerevisiae	SWItching deficient	2412	YLR182W	S000004172	ORF
FSH2	MATCH	1	FSH2	S. cerevisiae	Family of Serine Hydrolases	672	YMR222C	S000004835	ORF
SSA2	MATCH	1	SSA2	S. cerevisiae	Stress-Seventy subfamily A	1920	YLL024C	S000003947	ORF
SWI5	MATCH	1	SWI5	S. cerevisiae	SWItching deficient	2130	YDR146C	S000002553	ORF
FSH1	MATCH	1	FSH1	S. cerevisiae	Family of Serine Hydrolases	732	YHR049W	S000001091	ORF
TEC1	MATCH	1	TEC1	S. cerevisiae	Transposon Enhancement Control	1461	YBR083W	S000000287	ORF
SFH1	MATCH	1	SFH1	S. cerevisiae	Snf Five Homolog	1281	YLR321C	S000004313	ORF
NAM8	MATCH	1	NAM8	S. cerevisiae	Nuclear Accommodation of Mitochondria	1572	YHR086W	S000001128	ORF
RCE1	MATCH	1	RCE1	S. cerevisiae	Ras and a-factor Converting Enzyme	948	YMR274C	S000004887	ORF
NAM2	MATCH	1	NAM2	S. cerevisiae	Nuclear Accommodation of Mitochondria	2685	YLR382C	S000004374	ORF
YNL193W	MATCH	1		S. cerevisiae		1677	YNL193W	S000005137	ORF
AHA1	MATCH	1	AHA1	S. cerevisiae	Activator of Heat shock protein 90 ATPase	1053	YDR214W	S000002622	ORF
YKR041W	MATCH	1		S. cerevisiae		753	YKR041W	S000001749	ORF
NRM1	MATCH	1	NRM1	S. cerevisiae	Negative Regulator of MBF targets	750	YNR009W	S000005292	ORF
EAF7	MATCH	1	EAF7	S. cerevisiae	Esa1-Associated Factor	1278	YNL136W	S000005080	ORF
EMP70	MATCH	1	EMP70	S. cerevisiae		2004	YLR083C	S000004073	ORF
CDC10	MATCH	1	CDC10	S. cerevisiae	Cell Division Cycle	969	YCR002C	S000000595	ORF
CDC11	MATCH	1	CDC11	S. cerevisiae	Cell Division Cycle	1248	YJR076C	S000003837	ORF
CDC12	MATCH	1	CDC12	S. cerevisiae	Cell Division Cycle	1224	YHR107C	S000001149	ORF
CDC14	MATCH	1	CDC14	S. cerevisiae	Cell Division Cycle	1656	YFR028C	S000001924	ORF
PAF1	MATCH	1	PAF1	S. cerevisiae	RNA Polymerase II Associated Factor	1338	YBR279W	S000000483	ORF
REH1	MATCH	1	REH1	S. cerevisiae	REI1 Homolog	1299	YLR387C	S000004379	ORF
DMA2	MATCH	1	DMA2	S. cerevisiae	Defective in Mitotic Arrest	1569	YNL116W	S000005060	ORF
SFG1	MATCH	1	SFG1	S. cerevisiae	SuperFicial pseudohyphal Growth	1041	YOR315W	S000005842	ORF
SEC72	MATCH	1	SEC72	S. cerevisiae	SECretory	582	YLR292C	S000004283	ORF
YLR211C	MATCH	1	ATG38	S. cerevisiae	AuTophaGy related	740	YLR211C	S000004201	ORF
JLP2	MATCH	1	JLP2	S. cerevisiae	dnaJ-Like Protein	627	YMR132C	S000004739	ORF
RRD2	MATCH	1	RRD2	S. cerevisiae	Resistant to Rapamycin Deletion	1077	YPL152W	S000006073	ORF
YDL211C	MATCH	1		S. cerevisiae		1119	YDL211C	S000002370	ORF
ECM9	MATCH	1	ECM9	S. cerevisiae	ExtraCellular Mutant	1238	YKR004C	S000001712	ORF
DUT1	MATCH	1	DUT1	S. cerevisiae	DUTp pyrophosphatase	444	YBR252W	S000000456	ORF
CRP1	MATCH	1	CRP1	S. cerevisiae	Cruciform DNA-Recognizing Protein	1398	YHR146W	S000001189	ORF
ARV1	MATCH	1	ARV1	S. cerevisiae	ARE2 Required for Viability	966	YLR242C	S000004232	ORF
SNZ2	MATCH	1	SNZ2	S. cerevisiae	SNooZe	897	YNL333W	S000005277	ORF
PAC11	MATCH	1	PAC11	S. cerevisiae	Perish in the Absence of CIN8	1602	YDR488C	S000002896	ORF
GPA1	MATCH	1	GPA1	S. cerevisiae	G Protein Alpha subunit	1419	YHR005C	S000001047	ORF
GIT1	MATCH	1	GIT1	S. cerevisiae	GlycerophosphoInosiTol	1557	YCR098C	S000000695	ORF
SEC10	MATCH	1	SEC10	S. cerevisiae	SECretory	2616	YLR166C	S000004156	ORF
SPT21	MATCH	1	SPT21	S. cerevisiae	SuPpressor of Ty	2277	YMR179W	S000004791	ORF
YML119W	MATCH	1		S. cerevisiae		1074	YML119W	S000004588	ORF
CEX1	MATCH	1	CEX1	S. cerevisiae	Cytoplasmic EXport protein	2286	YOR112W	S000005638	ORF
YOR131C	MATCH	1		S. cerevisiae		657	YOR131C	S000005657	ORF
SEC14	MATCH	1	SEC14	S. cerevisiae	SECretory	1071	YMR079W	S000004684	ORF
MST1	MATCH	1	MST1	S. cerevisiae	Mitochondrial aminoacyl-tRNA Synthetase, Threonine	1389	YKL194C	S000001677	ORF
PPE1	MATCH	1	PPE1	S. cerevisiae	Phosphoprotein Phosphatase methylEsterase	1203	YHR075C	S000001117	ORF
AHC1	MATCH	1	AHC1	S. cerevisiae	Ada Histone acetyltransferase complex Component	1701	YOR023C	S000005549	ORF
RTG2	MATCH	1	RTG2	S. cerevisiae	ReTroGrade regulation	1767	YGL252C	S000003221	ORF
ALK2	MATCH	1	ALK2	S. cerevisiae		2031	YBL009W	S000000105	ORF
PTM1	MATCH	1	PTM1	S. cerevisiae		1572	YKL039W	S000001522	ORF
PRI2	MATCH	1	PRI2	S. cerevisiae	DNA PRImase	1587	YKL045W	S000001528	ORF
ALK1	MATCH	1	ALK1	S. cerevisiae		2283	YGL021W	S000002989	ORF
PRI1	MATCH	1	PRI1	S. cerevisiae	DNA PRImase	1230	YIR008C	S000001447	ORF
FUM1	MATCH	1	FUM1	S. cerevisiae	FUMarase	1467	YPL262W	S000006183	ORF
YRO2	MATCH	1	YRO2	S. cerevisiae		1035	YBR054W	S000000258	ORF
YPK3	MATCH	1	YPK3	S. cerevisiae		1578	YBR028C	S000000232	ORF
DOG2	MATCH	1	DOG2	S. cerevisiae	DeOxyGlucose	741	YHR043C	S000001085	ORF
PEP7	MATCH	1	PEP7	S. cerevisiae	carboxyPEPtidase Y-deficient	1548	YDR323C	S000002731	ORF
PCL7	MATCH	1	PCL7	S. cerevisiae	Pho85 CycLin	858	YIL050W	S000001312	ORF
SFI1	MATCH	1	SFI1	S. cerevisiae	Suppressor of Fermentation Induced loss of stress resistance	2841	YLL003W	S000003926	ORF
PCL1	MATCH	1	PCL1	S. cerevisiae	Pho85 CycLin	840	YNL289W	S000005233	ORF
ZDS2	MATCH	1	ZDS2	S. cerevisiae	Zillion Different Screens	2829	YML109W	S000004577	ORF
ECO1	MATCH	1	ECO1	S. cerevisiae	Establishment of COhesion	846	YFR027W	S000001923	ORF
YAP3	MATCH	1	YAP3	S. cerevisiae	Yeast AP-1	993	YHL009C	S000001001	ORF
YDR089W	MATCH	1	VTC5	S. cerevisiae	Vacuole Transporter Chaperone	2610	YDR089W	S000002496	ORF
RAD5	MATCH	1	RAD5	S. cerevisiae	RADiation sensitive	3510	YLR032W	S000004022	ORF
YMR030W-A	MATCH	1		S. cerevisiae		291	YMR030W-A	S000028574	ORF
SWM2	MATCH	1	SWM2	S. cerevisiae	Synthetic With mud2-delta	441	YNR004W	S000005287	ORF
PPH3	MATCH	1	PPH3	S. cerevisiae	Protein PHosphatase	927	YDR075W	S000002482	ORF
SPC34	MATCH	1	SPC34	S. cerevisiae	Spindle Pole Component	888	YKR037C	S000001745	ORF
YRR1	MATCH	1	YRR1	S. cerevisiae	Yeast Reveromycin-A Resistant	2433	YOR162C	S000005688	ORF
YDR042C	MATCH	1		S. cerevisiae		603	YDR042C	S000002449	ORF
SLX4	MATCH	1	SLX4	S. cerevisiae	Synthetic Lethal of unknown (X) function	2247	YLR135W	S000004125	ORF
YLF2	MATCH	1	YLF2	S. cerevisiae		1218	YHL014C	S000001006	ORF
IRA1	MATCH	1	IRA1	S. cerevisiae	Inhibitory Regulator of the RAS-cAMP pathway	9279	YBR140C	S000000344	ORF
SDH4	MATCH	1	SDH4	S. cerevisiae	Succinate DeHydrogenase	546	YDR178W	S000002585	ORF
SDH1	MATCH	1	SDH1	S. cerevisiae	Succinate DeHydrogenase	1923	YKL148C	S000001631	ORF
SWP82	MATCH	1	SWP82	S. cerevisiae	SWi/snf-associated Protein	1872	YFL049W	S000001845	ORF
SDH2	MATCH	1	SDH2	S. cerevisiae	Succinate DeHydrogenase	801	YLL041C	S000003964	ORF
SFL1	MATCH	1	SFL1	S. cerevisiae	Suppressor gene for FLocculation	2301	YOR140W	S000005666	ORF
YCS4	MATCH	1	YCS4	S. cerevisiae	Yeast Condensin Subunit	3531	YLR272C	S000004262	ORF
HHO1	MATCH	1	HHO1	S. cerevisiae	Histone H One	777	YPL127C	S000006048	ORF
YOL019W	MATCH	1	TOS7	S. cerevisiae	Target Of Sbf	1656	YOL019W	S000005379	ORF
PEX11	MATCH	1	PEX11	S. cerevisiae	PEroXin	711	YOL147C	S000005507	ORF
ETP1	MATCH	1	ETP1	S. cerevisiae	Ethanol Tolerance Protein	1758	YHL010C	S000001002	ORF
AAD10	MATCH	1	AAD10	S. cerevisiae	Aryl-Alcohol Dehydrogenase	867	YJR155W	S000003916	ORF
SHO1	MATCH	1	SHO1	S. cerevisiae	Synthetic, High Osmolarity-sensitive	1104	YER118C	S000000920	ORF
MDY2	MATCH	1	MDY2	S. cerevisiae	Mating-Deficient Yeast	639	YOL111C	S000005471	ORF
AAD14	MATCH	1	AAD14	S. cerevisiae	Aryl-Alcohol Dehydrogenase	1131	YNL331C	S000005275	ORF
END3	MATCH	1	END3	S. cerevisiae	ENDocytosis defective	1050	YNL084C	S000005028	ORF
RAD4	MATCH	1	RAD4	S. cerevisiae	RADiation sensitive	2265	YER162C	S000000964	ORF
DBP8	MATCH	1	DBP8	S. cerevisiae	Dead Box Protein	1296	YHR169W	S000001212	ORF
SPC29	MATCH	1	SPC29	S. cerevisiae	Spindle Pole Component	762	YPL124W	S000006045	ORF
RAD2	MATCH	1	RAD2	S. cerevisiae	RADiation sensitivity	3096	YGR258C	S000003490	ORF
SPC24	MATCH	1	SPC24	S. cerevisiae	Spindle Pole Component	642	YMR117C	S000004723	ORF
NPP2	MATCH	1	NPP2	S. cerevisiae	ecto-Nucleotide Pyrophosphatase/Phosphodiesterase	1482	YEL016C	S000000742	ORF
YIR035C	MATCH	1	NRE1	S. cerevisiae	Novel REductase	765	YIR035C	S000001474	ORF
PLB3	MATCH	1	PLB3	S. cerevisiae	PhosphoLipase B	2061	YOL011W	S000005371	ORF
PLB2	MATCH	1	PLB2	S. cerevisiae	PhosphoLipase B	2121	YMR006C	S000004608	ORF
GCD14	MATCH	1	GCD14	S. cerevisiae	General Control Nonderepressible	1152	YJL125C	S000003661	ORF
VIK1	MATCH	1	VIK1	S. cerevisiae	Vegetative Interaction with Kar3p	1944	YPL253C	S000006174	ORF
NAS6	MATCH	1	NAS6	S. cerevisiae	Non-ATPase Subunit 6	687	YGR232W	S000003464	ORF
HOT13	MATCH	1	HOT13	S. cerevisiae	Helper Of Tim	351	YKL084W	S000001567	ORF
GNA1	MATCH	1	GNA1	S. cerevisiae	GlucosamiNe-6-phosphate Acetyltransferase	480	YFL017C	S000001877	ORF
IRC5	MATCH	1	IRC5	S. cerevisiae	Increased Recombination Centers	2562	YFR038W	S000001934	ORF
EMP24	MATCH	1	EMP24	S. cerevisiae	EndoMembrane Protein	612	YGL200C	S000003168	ORF
IRC3	MATCH	1	IRC3	S. cerevisiae	Increased Recombination Centers	2070	YDR332W	S000002740	ORF
IRC8	MATCH	1	IRC8	S. cerevisiae	Increased Recombination Centers	2469	YJL051W	S000003587	ORF
CHA4	MATCH	1	CHA4	S. cerevisiae	Catabolism of Hydroxy Amino acids	1947	YLR098C	S000004088	ORF
SLY41	MATCH	1	SLY41	S. cerevisiae	Suppressor of Loss of Ypt1	1362	YOR307C	S000005834	ORF
MID1	MATCH	1	MID1	S. cerevisiae	Mating pheromone-Induced Death	1647	YNL291C	S000005235	ORF
NUP170	MATCH	1	NUP170	S. cerevisiae	NUclear Pore	4509	YBL079W	S000000175	ORF
SEN34	MATCH	1	SEN34	S. cerevisiae	Splicing ENdonuclease	828	YAR008W	S000000066	ORF
DSS4	MATCH	1	DSS4	S. cerevisiae	Dominant Suppressor of Sec4	432	YPR017C	S000006221	ORF
TIP1	MATCH	1	TIP1	S. cerevisiae	Temperature shock-Inducible Protein	633	YBR067C	S000000271	ORF
PCP1	MATCH	1	PCP1	S. cerevisiae	Processing of Cytochrome c Peroxidase	1041	YGR101W	S000003333	ORF
YNK1	MATCH	1	YNK1	S. cerevisiae	Yeast Nucleoside diphosphate Kinase	462	YKL067W	S000001550	ORF
GRH1	MATCH	1	GRH1	S. cerevisiae	GRasp65 (Golgi reassembly stacking protein of 65kD) Homolog	1119	YDR517W	S000002925	ORF
RRG7	MATCH	1	RRG7	S. cerevisiae	Required for Respiratory Growth	729	YOR305W	S000005832	ORF
MSY1	MATCH	1	MSY1	S. cerevisiae	Mitochondrial aminoacyl-tRNA Synthetase, tyrosine (Y)	1479	YPL097W	S000006018	ORF
TGL4	MATCH	1	TGL4	S. cerevisiae	TriacylGlycerol Lipase	2733	YKR089C	S000001797	ORF
TGL1	MATCH	1	TGL1	S. cerevisiae	TriGlyceride Lipase	1647	YKL140W	S000001623	ORF
PRP3	MATCH	1	PRP3	S. cerevisiae	Pre-mRNA Processing	1410	YDR473C	S000002881	ORF
MKK2	MATCH	1	MKK2	S. cerevisiae	Mitogen-activated Kinase Kinase	1521	YPL140C	S000006061	ORF
PRP5	MATCH	1	PRP5	S. cerevisiae	Pre-mRNA Processing	2550	YBR237W	S000000441	ORF
PRP4	MATCH	1	PRP4	S. cerevisiae	Pre-mRNA Processing	1398	YPR178W	S000006382	ORF
COX18	MATCH	1	COX18	S. cerevisiae	Cytochrome c OXidase	951	YGR062C	S000003294	ORF
TOM71	MATCH	1	TOM71	S. cerevisiae	Translocase of the Outer Mitochondrial membrane	1920	YHR117W	S000001159	ORF
CPR7	MATCH	1	CPR7	S. cerevisiae	Cyclosporin-sensitive Proline Rotamase	1182	YJR032W	S000003793	ORF
CPR6	MATCH	1	CPR6	S. cerevisiae	Cyclosporin-sensitive Proline Rotamase	1116	YLR216C	S000004206	ORF
SDL1	MATCH	1	SDL1	S. cerevisiae			YIL167W	S000001429	BlockedReadingFrame
CPR2	MATCH	1	CPR2	S. cerevisiae	Cyclosporin A-sensitive Proline Rotamase	618	YHR057C	S000001099	ORF
COX11	MATCH	1	COX11	S. cerevisiae	Cytochrome c OXidase	903	YPL132W	S000006053	ORF
YDR248C	MATCH	1		S. cerevisiae		582	YDR248C	S000002656	ORF
YJR098C	MATCH	1		S. cerevisiae		1971	YJR098C	S000003859	ORF
SBH1	MATCH	1	SBH1	S. cerevisiae	Sec61 beta homolog 1	249	YER087C-B	S000002128	ORF
YPR1	MATCH	1	YPR1	S. cerevisiae	Yeast Putative Reductase	939	YDR368W	S000002776	ORF
OST5	MATCH	1	OST5	S. cerevisiae	OligoSaccharylTransferase	410	YGL226C-A	S000003194	ORF
SWP1	MATCH	1	SWP1	S. cerevisiae	Suppressor of a WbP1 mutation	861	YMR149W	S000004757	ORF
YDR222W	MATCH	1		S. cerevisiae		1248	YDR222W	S000002630	ORF
OST1	MATCH	1	OST1	S. cerevisiae	OligoSaccharylTransferase	1431	YJL002C	S000003539	ORF
ADA2	MATCH	1	ADA2	S. cerevisiae	transcriptional ADAptor	1305	YDR448W	S000002856	ORF
MIF2	MATCH	1	MIF2	S. cerevisiae	MItotic Fidelity of chromosome transmission	1650	YKL089W	S000001572	ORF
ERP1	MATCH	1	ERP1	S. cerevisiae	Emp24p/Erv25p Related Protein	660	YAR002C-A	S000002129	ORF
SUL2	MATCH	1	SUL2	S. cerevisiae	SULfate	2682	YLR092W	S000004082	ORF
ERP2	MATCH	1	ERP2	S. cerevisiae	Emp24p/Erv25p Related Protein	648	YAL007C	S000000005	ORF
ERP3	MATCH	1	ERP3	S. cerevisiae	Emp24p/Erv25p Related Protein	678	YDL018C	S000002176	ORF
